Time,X,Y,Z,VX,VY,VZ,Euler 0,Euler 1,Euler 2,Euler 3,Omega 1,Omega 2,Omega 3,Latitude,Longitude,Inclination,Heading,Ax,Ay,Az,Alpha 1,Alpha 2,Alpha 3,,timestamp,baro_altitude,imu_accZ
96,626.5677698,135.9984719,713.7364076,3.723400709,12.58139584,-22.4011326,0.496274931,0.816227257,0.235768494,-0.176391754,0.280487593,0.201379095,2.236503697,55.43419207,-5.690858722,90,0,-0.507008046,-0.166542434,4.895706851,6.52E-54,-1.12E-53,-1.13E-54,,96000,713.7364076,14.70570685
96.01,626.6049786,136.1242775,713.5126409,3.718341596,12.57973433,-22.35236112,0.496274931,0.816227257,0.235768494,-0.176391754,0.280487593,0.201379095,2.236503697,55.4341932,-5.690858137,90,0,-0.504403533,-0.165822308,4.858740225,1.84E-53,-3.16E-53,-3.17E-54,,96010,713.5126409,14.66874022
96.02,626.642137,136.2500665,713.2893594,3.713308831,12.5780799,-22.30395682,0.496274931,0.816227257,0.235768494,-0.176391754,0.280487593,0.201379095,2.236503697,55.43419433,-5.690857552,90,0,-0.501810781,-0.165110217,4.822130448,2.78E-53,-4.77E-53,-4.80E-54,,96020,713.2893594,14.63213045
96.03,626.6792451,136.3758391,713.0665598,3.708302254,12.57643251,-22.25591644,0.496274931,0.816227257,0.235768494,-0.176391754,0.280487593,0.201379095,2.236503697,55.43419546,-5.690856968,90,0,-0.49923048,-0.164405956,4.785873524,3.49E-53,-6.00E-53,-6.03E-54,,96030,713.0665598,14.59587352
96.04,626.7163032,136.5015952,712.8442386,3.703321703,12.57479207,-22.20823669,0.496274931,0.816227257,0.235768494,-0.176391754,0.280487593,0.201379095,2.236503697,55.43419659,-5.690856383,90,0,-0.496663322,-0.163709325,4.749965458,4.00E-53,-6.88E-53,-6.91E-54,,96040,712.8442386,14.55996546
96.05,626.7533115,136.627335,712.6223924,3.698367017,12.57315852,-22.16091431,0.496274931,0.816227257,0.235768494,-0.176391754,0.280487593,0.201379095,2.236503697,55.43419773,-5.690855799,90,0,-0.494109999,-0.16302012,4.714402255,4.32E-53,-7.43E-53,-7.46E-54,,96050,712.6223924,14.52440225
96.06,626.7902704,136.7530585,712.4010178,3.693438034,12.5715318,-22.11394601,0.496274931,0.816227257,0.235768494,-0.176391754,0.280487593,0.201379095,2.236503697,55.43419886,-5.690855214,90,0,-0.4915712,-0.162338138,4.679179918,4.47E-53,-7.69E-53,-7.72E-54,,96060,712.4010178,14.48917992
96.07,626.8271801,136.8787657,712.1801112,3.688534594,12.56991184,-22.06732854,0.496274931,0.816227257,0.235768494,-0.176391754,0.280487593,0.201379095,2.236503697,55.43419999,-5.69085463,90,0,-0.489047619,-0.161663178,4.644294451,4.47E-53,-7.69E-53,-7.72E-54,,96070,712.1801112,14.45429445
96.08,626.8640408,137.0044568,711.9596693,3.683656534,12.56829858,-22.0210586,0.496274931,0.816227257,0.235768494,-0.176391754,0.280487593,0.201379095,2.236503697,55.43420112,-5.690854045,90,0,-0.486539945,-0.160995035,4.60974186,4.34E-53,-7.46E-53,-7.49E-54,,96080,711.9596693,14.41974186
96.09,626.9008528,137.1301318,711.7396886,3.678803695,12.56669194,-21.97513292,0.496274931,0.816227257,0.235768494,-0.176391754,0.280487593,0.201379095,2.236503697,55.43420225,-5.690853461,90,0,-0.484048871,-0.160333508,4.575518149,4.09E-53,-7.03E-53,-7.06E-54,,96090,711.7396886,14.38551815
96.1,626.9376163,137.2557908,711.5201657,3.673975914,12.56509186,-21.92954824,0.496274931,0.816227257,0.235768494,-0.176391754,0.280487593,0.201379095,2.236503697,55.43420338,-5.690852876,90,0,-0.481575087,-0.159678393,4.541619322,3.74E-53,-6.44E-53,-6.47E-54,,96100,711.5201657,14.35161932
96.11,626.9743316,137.3814338,711.3010972,3.669173031,12.56349827,-21.88430128,0.496274931,0.816227257,0.235768494,-0.176391754,0.280487593,0.201379095,2.236503697,55.43420451,-5.690852292,90,0,-0.479119285,-0.159029489,4.508041383,3.32E-53,-5.71E-53,-5.74E-54,,96110,711.3010972,14.31804138
96.12,627.010999,137.5070609,711.0824796,3.664394883,12.56191111,-21.83938876,0.496274931,0.816227257,0.235768494,-0.176391754,0.280487593,0.201379095,2.236503697,55.43420565,-5.690851707,90,0,-0.476682156,-0.158386592,4.474780338,2.84E-53,-4.89E-53,-4.91E-54,,96120,711.0824796,14.28478034
96.13,627.0476186,137.6326721,710.8643094,3.659641311,12.56033032,-21.7948074,0.496274931,0.816227257,0.235768494,-0.176391754,0.280487593,0.201379095,2.236503697,55.43420678,-5.690851122,90,0,-0.474264391,-0.1577495,4.441832189,2.32E-53,-3.99E-53,-4.01E-54,,96130,710.8643094,14.25183219
96.14,627.0841908,137.7582676,710.6465832,3.654912152,12.55875581,-21.75055394,0.496274931,0.816227257,0.235768494,-0.176391754,0.280487593,0.201379095,2.236503697,55.43420791,-5.690850538,90,0,-0.471866681,-0.157118011,4.409192942,1.78E-53,-3.06E-53,-3.07E-54,,96140,710.6465832,14.21919294
96.15,627.1207158,137.8838474,710.4292977,3.650207246,12.55718754,-21.7066251,0.496274931,0.816227257,0.235768494,-0.176391754,0.280487593,0.201379095,2.236503697,55.43420904,-5.690849953,90,0,-0.469489719,-0.15649192,4.376858601,1.23E-53,-2.11E-53,-2.12E-54,,96150,710.4292977,14.1868586
96.16,627.1571939,138.0094116,710.2124493,3.645526431,12.55562542,-21.6630176,0.496274931,0.816227257,0.235768494,-0.176391754,0.280487593,0.201379095,2.236503697,55.43421017,-5.690849369,90,0,-0.467134194,-0.155871027,4.34482517,6.96E-54,-1.20E-53,-1.20E-54,,96160,710.2124493,14.15482517
96.17,627.1936252,138.1349601,709.9960346,3.640869545,12.5540694,-21.61972817,0.496274931,0.816227257,0.235768494,-0.176391754,0.280487593,0.201379095,2.236503697,55.4342113,-5.690848784,90,0,-0.464800798,-0.155255127,4.313088655,1.95E-54,-3.36E-54,-3.37E-55,,96170,709.9960346,14.12308865
96.18,627.2300102,138.2604932,709.7800501,3.636236426,12.55251941,-21.57675357,0.496274931,0.816227257,0.235768494,-0.176391754,0.280487593,0.201379095,2.236503697,55.43421243,-5.690848209,90,0,-0.462490189,-0.154644025,4.281645093,-2.55E-54,4.38E-54,4.40E-55,,96180,709.7800501,14.09164509
96.19,627.2663489,138.3860109,709.5644929,3.631626869,12.5509754,-21.53409092,0.496274931,0.816227257,0.235768494,-0.176391754,0.280487593,0.201379095,2.236503697,55.43421356,-5.690847641,90,0,-0.460202464,-0.154037615,4.250491083,-6.48E-54,1.11E-53,1.12E-54,,96190,709.5644929,14.06049108
96.2,627.3026416,138.5115131,709.3493601,3.627040636,12.54943733,-21.49173768,0.496274931,0.816227257,0.235768494,-0.176391754,0.280487593,0.201379095,2.236503697,55.43421469,-5.690847072,90,0,-0.457937275,-0.15343587,4.219623677,-9.86E-54,1.70E-53,1.70E-54,,96200,709.3493601,14.02962368
96.21,627.3388886,138.637,709.1346489,3.622477489,12.54790517,-21.44969131,0.496274931,0.816227257,0.235768494,-0.176391754,0.280487593,0.201379095,2.236503697,55.43421582,-5.690846504,90,0,-0.455694257,-0.152838762,4.189039938,-1.27E-53,2.19E-53,2.20E-54,,96210,709.1346489,13.99903994
96.22,627.37509,138.7624717,708.9203564,3.61793719,12.54637888,-21.40794928,0.496274931,0.816227257,0.235768494,-0.176391754,0.280487593,0.201379095,2.236503697,55.43421695,-5.690845936,90,0,-0.453473046,-0.152246264,4.158736929,-1.51E-53,2.60E-53,2.61E-54,,96220,708.9203564,13.96873693
96.23,627.411246,138.8879281,708.7064799,3.6134195,12.54485843,-21.36650903,0.496274931,0.816227257,0.235768494,-0.176391754,0.280487593,0.201379095,2.236503697,55.43421807,-5.690845367,90,0,-0.451273281,-0.151658349,4.128711713,-1.70E-53,2.93E-53,2.94E-54,,96230,708.7064799,13.93871171
96.24,627.447357,139.0133693,708.4930166,3.608924181,12.54334377,-21.32536804,0.496274931,0.816227257,0.235768494,-0.176391754,0.280487593,0.201379095,2.236503697,55.4342192,-5.690844799,90,0,-0.449094596,-0.151074991,4.098961355,-1.85E-53,3.18E-53,3.20E-54,,96240,708.4930166,13.90896135
96.25,627.483423,139.1387954,708.2799636,3.604450995,12.54183488,-21.28452377,0.496274931,0.816227257,0.235768494,-0.176391754,0.280487593,0.201379095,2.236503697,55.43422033,-5.690844231,90,0,-0.446936629,-0.150496162,4.069482917,-1.96E-53,3.37E-53,3.38E-54,,96250,708.2799636,13.87948292
96.26,627.5194443,139.2642065,708.0673182,3.599999704,12.54033171,-21.24397366,0.496274931,0.816227257,0.235768494,-0.176391754,0.280487593,0.201379095,2.236503697,55.43422146,-5.690843662,90,0,-0.444799016,-0.149921835,4.040273463,-2.03E-53,3.49E-53,3.50E-54,,96260,708.0673182,13.85027346
96.27,627.5554211,139.3896025,707.8550775,3.595570069,12.53883424,-21.2037152,0.496274931,0.816227257,0.235768494,-0.176391754,0.280487593,0.201379095,2.236503697,55.43422259,-5.690843094,90,0,-0.442681394,-0.149351984,4.011330057,-2.06E-53,3.55E-53,3.56E-54,,96270,707.8550775,13.82133006
96.28,627.5913537,139.5149836,707.6432388,3.591161852,12.53734242,-21.16374582,0.496274931,0.816227257,0.235768494,-0.176391754,0.280487593,0.201379095,2.236503697,55.43422372,-5.690842526,90,0,-0.440583399,-0.148786581,3.982649763,-2.06E-53,3.55E-53,3.57E-54,,96280,707.6432388,13.79264976
96.29,627.6272422,139.6403497,707.4317992,3.586774814,12.53585621,-21.12406301,0.496274931,0.816227257,0.235768494,-0.176391754,0.280487593,0.201379095,2.236503697,55.43422485,-5.690841957,90,0,-0.438504668,-0.148225599,3.954229642,-2.04E-53,3.50E-53,3.52E-54,,96290,707.4317992,13.76422964
96.3,627.6630869,139.7657011,707.2207559,3.582408718,12.53437559,-21.08466421,0.496274931,0.816227257,0.235768494,-0.176391754,0.280487593,0.201379095,2.236503697,55.43422597,-5.690841389,90,0,-0.436444838,-0.147669013,3.92606676,-1.98E-53,3.41E-53,3.43E-54,,96300,707.2207559,13.73606676
96.31,627.6988879,139.8910376,707.0101062,3.578063325,12.53290052,-21.0455469,0.496274931,0.816227257,0.235768494,-0.176391754,0.280487593,0.201379095,2.236503697,55.4342271,-5.690840821,90,0,-0.434403545,-0.147116794,3.89815818,-1.91E-53,3.28E-53,3.30E-54,,96310,707.0101062,13.70815818
96.32,627.7346456,140.0163594,706.7998472,3.573738396,12.53143095,-21.00670852,0.496274931,0.816227257,0.235768494,-0.176391754,0.280487593,0.201379095,2.236503697,55.43422823,-5.690840252,90,0,-0.432380425,-0.146568915,3.870500964,-1.81E-53,3.11E-53,3.13E-54,,96320,706.7998472,13.68050096
96.33,627.7703601,140.1416665,706.5899761,3.569433694,12.52996686,-20.96814654,0.496274931,0.816227257,0.235768494,-0.176391754,0.280487593,0.201379095,2.236503697,55.43422936,-5.690839684,90,0,-0.430375116,-0.146025351,3.843092177,-1.69E-53,2.91E-53,2.93E-54,,96330,706.5899761,13.65309218
96.34,627.8060315,140.2669589,706.3804901,3.56514898,12.52850821,-20.92985842,0.496274931,0.816227257,0.235768494,-0.176391754,0.280487593,0.201379095,2.236503697,55.43423049,-5.690839116,90,0,-0.428387253,-0.145486073,3.815928883,-1.56E-53,2.69E-53,2.70E-54,,96340,706.3804901,13.62592888
96.35,627.8416603,140.3922368,706.1713863,3.560884016,12.52705495,-20.89184162,0.496274931,0.816227257,0.235768494,-0.176391754,0.280487593,0.201379095,2.236503697,55.43423162,-5.690838547,90,0,-0.426416474,-0.144951055,3.789008143,-1.42E-53,2.44E-53,2.45E-54,,96350,706.1713863,13.59900814
96.36,627.8772465,140.5175002,705.9626621,3.556638563,12.52560707,-20.85409361,0.496274931,0.816227257,0.235768494,-0.176391754,0.280487593,0.201379095,2.236503697,55.43423274,-5.690837979,90,0,-0.424462415,-0.14442027,3.762327023,-1.26E-53,2.17E-53,2.18E-54,,96360,705.9626621,13.57232702
96.37,627.9127903,140.6427491,705.7543146,3.552412383,12.52416451,-20.81661184,0.496274931,0.816227257,0.235768494,-0.176391754,0.280487593,0.201379095,2.236503697,55.43423387,-5.690837411,90,0,-0.422524713,-0.143893691,3.735882586,-1.10E-53,1.90E-53,1.91E-54,,96370,705.7543146,13.54588259
96.38,627.9482921,140.7679836,705.5463409,3.548205239,12.52272724,-20.77939377,0.496274931,0.816227257,0.235768494,-0.176391754,0.280487593,0.201379095,2.236503697,55.434235,-5.690836842,90,0,-0.420603003,-0.143371291,3.709671894,-9.38E-54,1.61E-53,1.62E-54,,96380,705.5463409,13.51967189
96.39,627.9837519,140.8932037,705.3387383,3.544016891,12.52129524,-20.74243687,0.496274931,0.816227257,0.235768494,-0.176391754,0.280487593,0.201379095,2.236503697,55.43423613,-5.690836274,90,0,-0.418696923,-0.142853044,3.683692012,-7.71E-54,1.33E-53,1.33E-54,,96390,705.3387383,13.49369201
96.4,628.0191701,141.0184095,705.131504,3.539847101,12.51986845,-20.70573859,0.496274931,0.816227257,0.235768494,-0.176391754,0.280487593,0.201379095,2.236503697,55.43423726,-5.690835706,90,0,-0.41680611,-0.142338921,3.657940003,-6.06E-54,1.04E-53,1.05E-54,,96400,705.131504,13.46794
96.41,628.0545468,141.143601,704.9246352,3.535695631,12.51844685,-20.6692964,0.496274931,0.816227257,0.235768494,-0.176391754,0.280487593,0.201379095,2.236503697,55.43423839,-5.690835137,90,0,-0.414930199,-0.141828897,3.63241293,-4.46E-54,7.67E-54,7.70E-55,,96410,704.9246352,13.44241293
96.42,628.0898823,141.2687784,704.718129,3.531562243,12.51703039,-20.63310776,0.496274931,0.816227257,0.235768494,-0.176391754,0.280487593,0.201379095,2.236503697,55.43423951,-5.690834569,90,0,-0.413068828,-0.141322944,3.607107858,-2.92E-54,5.02E-54,5.05E-55,,96420,704.718129,13.41710786
96.43,628.1251767,141.3939416,704.5119826,3.527446699,12.51561905,-20.59717012,0.496274931,0.816227257,0.235768494,-0.176391754,0.280487593,0.201379095,2.236503697,55.43424064,-5.690834001,90,0,-0.411221632,-0.140821035,3.582021849,-1.48E-54,2.55E-54,2.56E-55,,96430,704.5119826,13.39202185
96.44,628.1604303,141.5190907,704.3061933,3.523348759,12.51421279,-20.56148095,0.496274931,0.816227257,0.235768494,-0.176391754,0.280487593,0.201379095,2.236503697,55.43424177,-5.690833432,90,0,-0.40938825,-0.140323144,3.557151967,-1.69E-55,2.90E-55,2.92E-56,,96440,704.3061933,13.36715197
96.45,628.1956433,141.6442257,704.1007583,3.519268203,12.51281156,-20.52603779,0.496274931,0.816227257,0.235768494,-0.176391754,0.280487593,0.201379095,2.236503697,55.4342429,-5.690832879,90,0,-0.407568346,-0.139829241,3.53249538,9.94E-55,-1.71E-54,-1.72E-55,,96450,704.1007583,13.34249538
96.46,628.2308158,141.7693468,703.8956753,3.515204912,12.51141534,-20.49083863,0.496274931,0.816227257,0.235768494,-0.176391754,0.280487593,0.201379095,2.236503697,55.43424402,-5.690832328,90,0,-0.405761776,-0.13933929,3.508049889,2.00E-54,-3.45E-54,-3.46E-55,,96460,703.8956753,13.31804989
96.47,628.2659481,141.8944539,703.690942,3.511158807,12.51002408,-20.45588162,0.496274931,0.816227257,0.235768494,-0.176391754,0.280487593,0.201379095,2.236503697,55.43424515,-5.690831777,90,0,-0.403968459,-0.138853248,3.483813535,2.87E-54,-4.94E-54,-4.96E-55,,96470,703.690942,13.29381354
96.48,628.3010402,142.0195472,703.4865563,3.507129806,12.50863773,-20.42116495,0.496274931,0.816227257,0.235768494,-0.176391754,0.280487593,0.201379095,2.236503697,55.43424627,-5.690831226,90,0,-0.402188318,-0.138371073,3.459784358,3.60E-54,-6.19E-54,-6.22E-55,,96480,703.4865563,13.26978436
96.49,628.3360922,142.1446266,703.282516,3.503117831,12.50725628,-20.38668676,0.496274931,0.816227257,0.235768494,-0.176391754,0.280487593,0.201379095,2.236503697,55.4342474,-5.690830675,90,0,-0.400421276,-0.137892724,3.435960396,4.20E-54,-7.23E-54,-7.26E-55,,96490,703.282516,13.2459604
96.5,628.3711045,142.2696921,703.0788189,3.499122801,12.50587966,-20.35244523,0.496274931,0.816227257,0.235768494,-0.176391754,0.280487593,0.201379095,2.236503697,55.43424852,-5.690830124,90,0,-0.398667254,-0.13741816,3.412339691,4.68E-54,-8.05E-54,-8.09E-55,,96500,703.0788189,13.22233969
96.51,628.406077,142.3947439,702.8754628,3.495144636,12.50450785,-20.31843852,0.496274931,0.816227257,0.235768494,-0.176391754,0.280487593,0.201379095,2.236503697,55.43424965,-5.690829573,90,0,-0.396926175,-0.136947339,3.388920281,5.05E-54,-8.68E-54,-8.72E-55,,96510,702.8754628,13.19892028
96.52,628.44101,142.519782,702.6724455,3.491183257,12.5031408,-20.2846648,0.496274931,0.816227257,0.235768494,-0.176391754,0.280487593,0.201379095,2.236503697,55.43425077,-5.690829022,90,0,-0.395197961,-0.13648022,3.365700208,5.31E-54,-9.13E-54,-9.17E-55,,96520,702.6724455,13.17570021
96.53,628.4759036,142.6448065,702.4697648,3.487238582,12.50177847,-20.25112223,0.496274931,0.816227257,0.235768494,-0.176391754,0.280487593,0.201379095,2.236503697,55.4342519,-5.690828471,90,0,-0.393482533,-0.136016759,3.342677511,5.47E-54,-9.40E-54,-9.45E-55,,96530,702.4697648,13.15267751
96.54,628.510758,142.7698173,702.2674186,3.483310533,12.50042083,-20.21780897,0.496274931,0.816227257,0.235768494,-0.176391754,0.280487593,0.201379095,2.236503697,55.43425302,-5.69082792,90,0,-0.391779814,-0.135556917,3.31985023,5.53E-54,-9.52E-54,-9.56E-55,,96540,702.2674186,13.12985023
96.55,628.5455732,142.8948145,702.0654046,3.479399029,12.49906783,-20.18472319,0.496274931,0.816227257,0.235768494,-0.176391754,0.280487593,0.201379095,2.236503697,55.43425415,-5.690827369,90,0,-0.390089726,-0.135100652,3.297216404,5.52E-54,-9.49E-54,-9.54E-55,,96550,702.0654046,13.1072164
96.56,628.5803495,143.0197983,701.8637207,3.475503991,12.49771944,-20.15186305,0.496274931,0.816227257,0.235768494,-0.176391754,0.280487593,0.201379095,2.236503697,55.43425527,-5.690826818,90,0,-0.38841219,-0.134647922,3.274774075,5.43E-54,-9.33E-54,-9.38E-55,,96560,701.8637207,13.08477407
96.57,628.6150869,143.1447685,701.6623646,3.471625338,12.49637561,-20.11922673,0.496274931,0.816227257,0.235768494,-0.176391754,0.280487593,0.201379095,2.236503697,55.4342564,-5.690826267,90,0,-0.386747131,-0.134198684,3.252521281,5.27E-54,-9.06E-54,-9.10E-55,,96570,701.6623646,13.06252128
96.58,628.6497857,143.2697253,701.4613342,3.46776299,12.49503631,-20.08681237,0.496274931,0.816227257,0.235768494,-0.176391754,0.280487593,0.201379095,2.236503697,55.43425752,-5.690825716,90,0,-0.385094468,-0.133752899,3.230456063,5.04E-54,-8.67E-54,-8.71E-55,,96580,701.4613342,13.04045606
96.59,628.684446,143.3946687,701.2606273,3.463916868,12.49370149,-20.05461816,0.496274931,0.816227257,0.235768494,-0.176391754,0.280487593,0.201379095,2.236503697,55.43425865,-5.690825165,90,0,-0.383454124,-0.133310524,3.20857646,4.77E-54,-8.20E-54,-8.23E-55,,96590,701.2606273,13.01857646
96.6,628.719068,143.5195988,701.0602417,3.460086891,12.49237112,-20.02264225,0.496274931,0.816227257,0.235768494,-0.176391754,0.280487593,0.201379095,2.236503697,55.43425977,-5.690824614,90,0,-0.381826022,-0.132871517,3.186880513,4.44E-54,-7.64E-54,-7.68E-55,,96600,701.0602417,12.99688051
96.61,628.7536517,143.6445156,700.8601752,3.45627298,12.49104515,-19.9908828,0.496274931,0.816227257,0.235768494,-0.176391754,0.280487593,0.201379095,2.236503697,55.4342609,-5.690824063,90,0,-0.380210084,-0.132435837,3.165366262,4.08E-54,-7.02E-54,-7.05E-55,,96610,700.8601752,12.97536626
96.62,628.7881974,143.7694191,700.6604255,3.452475054,12.48972356,-19.95933799,0.496274931,0.816227257,0.235768494,-0.176391754,0.280487593,0.201379095,2.236503697,55.43426202,-5.690823512,90,0,-0.378606231,-0.132003443,3.144031746,3.68E-54,-6.34E-54,-6.37E-55,,96620,700.6604255,12.95403175
96.63,628.8227051,143.8943094,700.4609906,3.448693034,12.48840629,-19.92800597,0.496274931,0.816227257,0.235768494,-0.176391754,0.280487593,0.201379095,2.236503697,55.43426315,-5.690822961,90,0,-0.377014386,-0.131574292,3.122875005,3.27E-54,-5.62E-54,-5.64E-55,,96630,700.4609906,12.932875
96.64,628.8571751,144.0191866,700.2618683,3.44492684,12.4870933,-19.89688491,0.496274931,0.816227257,0.235768494,-0.176391754,0.280487593,0.201379095,2.236503697,55.43426427,-5.69082241,90,0,-0.375434471,-0.131148343,3.10189408,2.83E-54,-4.87E-54,-4.89E-55,,96640,700.2618683,12.91189408
96.65,628.8916075,144.1440507,700.0630562,3.44117639,12.48578457,-19.86597298,0.496274931,0.816227257,0.235768494,-0.176391754,0.280487593,0.201379095,2.236503697,55.4342654,-5.690821859,90,0,-0.373866407,-0.130725555,3.08108701,2.39E-54,-4.11E-54,-4.13E-55,,96650,700.0630562,12.89108701
96.66,628.9260024,144.2689017,699.8645523,3.437441607,12.48448004,-19.83526834,0.496274931,0.816227257,0.235768494,-0.176391754,0.280487593,0.201379095,2.236503697,55.43426652,-5.690821308,90,0,-0.372310118,-0.130305887,3.060451835,1.94E-54,-3.34E-54,-3.36E-55,,96660,699.8645523,12.87045183
96.67,628.96036,144.3937396,699.6663544,3.433722409,12.48317968,-19.80476916,0.496274931,0.816227257,0.235768494,-0.176391754,0.280487593,0.201379095,2.236503697,55.43426765,-5.690820757,90,0,-0.370765524,-0.129889295,3.039986595,1.50E-54,-2.58E-54,-2.60E-55,,96670,699.6663544,12.8499866
96.68,628.9946804,144.5185647,699.4684602,3.430018717,12.48188346,-19.7744736,0.496274931,0.816227257,0.235768494,-0.176391754,0.280487593,0.201379095,2.236503697,55.43426877,-5.690820206,90,0,-0.369232549,-0.129475739,3.019689331,1.08E-54,-1.85E-54,-1.86E-55,,96680,699.4684602,12.82968933
96.69,629.0289638,144.6433768,699.2708676,3.426330451,12.48059132,-19.74437982,0.496274931,0.816227257,0.235768494,-0.176391754,0.280487593,0.201379095,2.236503697,55.4342699,-5.690819655,90,0,-0.367711114,-0.129065178,2.999558081,6.71E-55,-1.15E-54,-1.16E-55,,96690,699.2708676,12.80955808
96.7,629.0632104,144.768176,699.0735744,3.42265753,12.47930323,-19.71448599,0.496274931,0.816227257,0.235768494,-0.176391754,0.280487593,0.201379095,2.236503697,55.43427102,-5.690819104,90,0,-0.366201142,-0.128657569,2.979590886,2.94E-55,-5.06E-55,-5.09E-56,,96700,699.0735744,12.78959089
96.71,629.0974202,144.8929624,698.8765784,3.418999875,12.47801915,-19.68479027,0.496274931,0.816227257,0.235768494,-0.176391754,0.280487593,0.201379095,2.236503697,55.43427215,-5.690818555,90,0,-0.364702554,-0.128252871,2.959785787,-4.65E-56,8.00E-56,8.04E-57,,96710,698.8765784,12.76978579
96.72,629.1315934,145.017736,698.6798774,3.415357398,12.47673904,-19.65529094,0.496274931,0.816227257,0.235768494,-0.176391754,0.280487593,0.201379095,2.236503697,55.43427327,-5.690818019,90,0,-0.363215264,-0.127851047,2.94014096,-3.46E-55,5.96E-55,5.99E-56,,96720,698.6798774,12.75014096
96.73,629.1657302,145.1424968,698.4834698,3.41172999,12.47546289,-19.62598654,0.496274931,0.816227257,0.235768494,-0.176391754,0.280487593,0.201379095,2.236503697,55.43427439,-5.690817484,90,0,-0.361739166,-0.127452073,2.920654938,-6.06E-55,1.04E-54,1.05E-55,,96730,698.4834698,12.73065494
96.74,629.1998307,145.2672449,698.2873537,3.408117541,12.47419066,-19.59687567,0.496274931,0.816227257,0.235768494,-0.176391754,0.280487593,0.201379095,2.236503697,55.43427551,-5.690816949,90,0,-0.360274147,-0.127055926,2.901326313,-8.28E-55,1.42E-54,1.43E-55,,96740,698.2873537,12.71132631
96.75,629.2338951,145.3919804,698.0915274,3.404519938,12.47292233,-19.56795691,0.496274931,0.816227257,0.235768494,-0.176391754,0.280487593,0.201379095,2.236503697,55.43427663,-5.690816413,90,0,-0.358820098,-0.126662584,2.882153678,-1.01E-54,1.74E-54,1.75E-55,,96750,698.0915274,12.69215368
96.76,629.2679235,145.5167032,697.895989,3.40093707,12.47165788,-19.53922887,0.496274931,0.816227257,0.235768494,-0.176391754,0.280487593,0.201379095,2.236503697,55.43427776,-5.690815878,90,0,-0.357376908,-0.126272025,2.863135623,-1.17E-54,2.00E-54,2.01E-55,,96760,697.895989,12.67313562
96.77,629.3019159,145.6414134,697.7007369,3.397368825,12.47039728,-19.51069013,0.496274931,0.816227257,0.235768494,-0.176391754,0.280487593,0.201379095,2.236503697,55.43427888,-5.690815342,90,0,-0.355944465,-0.125884225,2.84427074,-1.29E-54,2.21E-54,2.22E-55,,96770,697.7007369,12.65427074
96.78,629.3358727,145.7661111,697.5057692,3.393815092,12.46914052,-19.48233928,0.496274931,0.816227257,0.235768494,-0.176391754,0.280487593,0.201379095,2.236503697,55.43428,-5.690814807,90,0,-0.354522659,-0.125499163,2.825557621,-1.37E-54,2.36E-54,2.38E-55,,96780,697.5057692,12.63555762
96.79,629.3697939,145.8907962,697.3110842,3.390275759,12.46788756,-19.45417492,0.496274931,0.816227257,0.235768494,-0.176391754,0.280487593,0.201379095,2.236503697,55.43428112,-5.690814271,90,0,-0.353111379,-0.125116817,2.806994857,-1.44E-54,2.47E-54,2.48E-55,,96790,697.3110842,12.61699486
96.8,629.4036797,146.0154688,697.1166801,3.386750714,12.46663838,-19.42619565,0.496274931,0.816227257,0.235768494,-0.176391754,0.280487593,0.201379095,2.236503697,55.43428224,-5.690813736,90,0,-0.351710514,-0.124737162,2.78858104,-1.47E-54,2.53E-54,2.54E-55,,96800,697.1166801,12.59858104
96.81,629.4375301,146.1401289,696.9225552,3.383239846,12.46539297,-19.39840004,0.496274931,0.816227257,0.235768494,-0.176391754,0.280487593,0.201379095,2.236503697,55.43428337,-5.6908132,90,0,-0.350319953,-0.124360178,2.770314762,-1.48E-54,2.55E-54,2.56E-55,,96810,696.9225552,12.58031476
96.82,629.4713454,146.2647766,696.7287076,3.379743043,12.46415129,-19.37078671,0.496274931,0.816227257,0.235768494,-0.176391754,0.280487593,0.201379095,2.236503697,55.43428449,-5.690812665,90,0,-0.348939585,-0.123985842,2.752194614,-1.47E-54,2.53E-54,2.55E-55,,96820,696.7287076,12.56219461
96.83,629.5051257,146.3894119,696.5351357,3.376260194,12.46291332,-19.34335423,0.496274931,0.816227257,0.235768494,-0.176391754,0.280487593,0.201379095,2.236503697,55.43428561,-5.690812129,90,0,-0.347569301,-0.123614131,2.734219187,-1.44E-54,2.48E-54,2.49E-55,,96830,696.5351357,12.54421919
96.84,629.5388711,146.5140349,696.3418376,3.372791187,12.46167905,-19.3161012,0.496274931,0.816227257,0.235768494,-0.176391754,0.280487593,0.201379095,2.236503697,55.43428673,-5.690811594,90,0,-0.346208988,-0.123245023,2.716387074,-1.40E-54,2.40E-54,2.41E-55,,96840,696.3418376,12.52638707
96.85,629.5725817,146.6386455,696.1488116,3.369335911,12.46044843,-19.28902622,0.496274931,0.816227257,0.235768494,-0.176391754,0.280487593,0.201379095,2.236503697,55.43428785,-5.690811058,90,0,-0.344858535,-0.122878496,2.698696865,-1.33E-54,2.29E-54,2.30E-55,,96850,696.1488116,12.50869687
96.86,629.6062578,146.7632439,695.9560558,3.365894253,12.45922146,-19.26212787,0.496274931,0.816227257,0.235768494,-0.176391754,0.280487593,0.201379095,2.236503697,55.43428898,-5.690810523,90,0,-0.343517833,-0.122514526,2.681147153,-1.25E-54,2.16E-54,2.17E-55,,96860,695.9560558,12.49114715
