Time,X,Y,Z,VX,VY,VZ,Euler 0,Euler 1,Euler 2,Euler 3,Omega 1,Omega 2,Omega 3,Latitude,Longitude,Inclination,Heading,Ax,Ay,Az,Alpha 1,Alpha 2,Alpha 3
0.94,-0.213091549,-0.62301833,76.00713981,-1.750783321,-5.112671027,105.1638622,0.994234755,0.101407233,-0.034829376,-5.73E-06,0.605099135,-0.208968175,5.71E-16,55.43296235,-5.700805409,90,0,-10.16514812,-29.62796254,133.7210462,-0.203092147,0.060305782,-6.29E-17
0.95,-0.231113066,-0.675642146,77.0654618,-1.854204704,-5.414083593,106.5011622,0.993887187,0.104408827,-0.035866231,-6.33E-06,0.602518023,-0.208177565,5.67E-16,55.43296188,-5.700805688,90,0,-10.51820579,-30.65179624,133.7099243,-0.313635651,0.097989667,6.31E-15
0.96,-0.250186517,-0.731331468,78.13715615,-1.961159149,-5.725739404,107.8383203,0.993531344,0.107393747,-0.036897842,-6.99E-06,0.598815456,-0.207004549,5.93E-16,55.43296141,-5.700805973,90,0,-10.87164392,-31.6762697,133.6919251,-0.427340244,0.136772587,8.59E-15
0.97,-0.270347271,-0.790188849,79.22222305,-2.071644918,-6.047628756,109.1751738,0.993168028,0.110356428,-0.037922312,-7.69E-06,0.593960841,-0.205438491,6.61E-16,55.43296084,-5.700806316,90,0,-11.22489185,-32.69970347,133.6689541,-0.544031187,0.176596245,4.79E-15
0.98,-0.291630434,-0.852315949,80.32065798,-2.185646005,-6.379699993,110.511628,0.992798262,0.113290985,-0.038937631,-8.46E-06,0.587928378,-0.203470357,7.48E-16,55.43296028,-5.700806659,90,0,-11.57672777,-33.71852584,133.6359167,-0.663367929,0.217345265,-2.29E-15
0.99,-0.314071055,-0.917814252,81.4324555,-2.303143667,-6.721893408,111.8476015,0.992423114,0.116191474,-0.039941769,-9.28E-06,0.58069319,-0.201091424,8.23E-16,55.43295971,-5.700807001,90,0,-11.92580487,-34.72880179,133.5863747,-0.784978089,0.258893316,-8.94E-15
1,-0.337704177,-0.98678521,82.55761015,-2.424118906,-7.074148549,113.1830133,0.992043657,0.119051947,-0.040932694,-1.02E-05,0.572230554,-0.198293019,8.53E-16,55.43295909,-5.700807372,90,0,-12.2708,-35.72666514,133.51416,-0.908489255,0.30111406,-1.15E-14
1.01,-0.36256439,-1.059328887,83.6961159,-2.548542472,-7.436374873,114.5177986,0.991661088,0.121866335,-0.041908332,-1.11E-05,0.562522039,-0.195068607,8.32E-16,55.43295841,-5.700807786,90,0,-12.61134766,-36.71103403,133.4240307,-1.033527964,0.343880913,-9.17E-15
1.02,-0.388685694,-1.13554351,84.84796587,-2.676371564,-7.808442061,115.8519143,0.991276774,0.124628411,-0.042866551,-1.22E-05,0.551557533,-0.191414477,7.82E-16,55.43295772,-5.7008082,90,0,-12.94834837,-37.68450748,133.3351891,-1.159719355,0.387066963,-4.82E-15
1.03,-0.416102045,-1.215527184,86.01315313,-2.807562452,-8.190217062,117.1853191,0.990892093,0.127331936,-0.043805215,-1.33E-05,0.539327492,-0.187327114,7.29E-16,55.43295704,-5.700808614,90,0,-13.28278947,-38.64993702,133.2678286,-1.286688471,0.430545276,-1.61E-15
1.04,-0.444847318,-1.29937775,87.19167117,-2.942072752,-8.581570701,118.5180054,0.990508438,0.12997067,-0.04472219,-1.44E-05,0.525823262,-0.182803302,6.96E-16,55.43295626,-5.700809082,90,0,-13.61553315,-39.60981017,133.2406597,-1.414053934,0.474186706,-2.34E-15
1.05,-0.474954505,-1.387190352,88.38351749,-3.079874038,-8.982413925,119.850318,0.990127342,0.132538382,-0.045615339,-1.57E-05,0.511045395,-0.177842945,6.85E-16,55.43295545,-5.700809575,90,0,-13.94614499,-40.5628436,133.2570323,-1.541367841,0.517839188,-6.17E-15
1.06,-0.506456083,-1.479058541,89.58869201,-3.220946138,-9.392681415,121.1828102,0.989750424,0.135028844,-0.046482525,-1.70E-05,0.494999889,-0.172447791,6.84E-16,55.43295463,-5.700810067,90,0,-14.27342372,-41.50552378,133.3112116,-1.668142945,0.561337103,-1.01E-14
1.07,-0.53938452,-1.575075846,90.80719467,-3.365268989,-9.812308157,122.5160379,0.989379303,0.137435829,-0.04732161,-1.85E-05,0.477692813,-0.166619614,6.82E-16,55.43295382,-5.70081056,90,0,-14.59615805,-42.43430808,133.3973444,-1.793891484,0.604514657,-1.10E-14
1.08,-0.573772122,-1.675335293,92.03902854,-3.512810392,-10.24119377,123.8504652,0.98901561,0.139753152,-0.048130473,-2.00E-05,0.459133225,-0.160361207,6.71E-16,55.43295289,-5.70081112,90,0,-14.91302311,-43.34532556,133.5089727,-1.91809974,0.64719704,-7.28E-15
1.09,-0.60965057,-1.779927936,93.28420905,-3.663490295,-10.67909837,125.1861925,0.988661032,0.141974811,-0.04890705,-2.16E-05,0.43934198,-0.153679382,6.56E-16,55.43295197,-5.70081168,90,0,-15.22224605,-44.23341058,133.6372536,-2.040151639,0.689173897,-2.16E-15
1.1,-0.647051182,-1.888943739,94.54275413,-3.817214937,-11.12574215,126.5232307,0.988317266,0.144094868,-0.049649297,-2.33E-05,0.418343744,-0.146582255,6.44E-16,55.43295097,-5.700812282,90,0,-15.52194326,-45.09307865,133.772886,-2.159411862,0.730228208,2.57E-16
1.11,-0.686003701,-2.002467994,95.81467752,-3.973875656,-11.58080198,127.8615872,0.987986007,0.14610757,-0.050355233,-2.51E-05,0.396170255,-0.139080352,6.31E-16,55.43294995,-5.700812896,90,0,-15.81022841,-45.91884691,133.9075761,-2.275291677,0.770159292,-3.94E-16
1.12,-0.726537053,-2.120583581,97.09999118,-4.133357113,-12.04393531,129.2012768,0.987668947,0.148007266,-0.051022911,-2.70E-05,0.372857007,-0.131185481,6.12E-16,55.43294889,-5.700813541,90,0,-16.08540514,-46.70578737,134.0352091,-2.387219633,0.808772515,-2.71E-15
1.13,-0.768678873,-2.243369525,98.39870944,-4.295549389,-12.51481513,130.5424666,0.987367742,0.14978855,-0.051650465,-2.90E-05,0.348447188,-0.122912081,5.80E-16,55.43294778,-5.700814211,90,0,-16.34910384,-47.4586121,134.1793603,-2.494545045,0.845845334,-5.15E-15
1.14,-0.81245568,-2.370901544,99.71084875,-4.460346963,-12.99312705,131.8854518,0.987084019,0.151446237,-0.052236103,-3.11E-05,0.322990596,-0.114276845,5.33E-16,55.43294664,-5.700814901,90,0,-16.60566503,-48.18988619,134.3877764,-2.596551093,0.881131913,-6.08E-15
1.15,-0.857892996,-2.503252379,101.0364276,-4.627631235,-13.47851869,133.2304816,0.986819348,0.152975371,-0.05277811,-3.34E-05,0.296542525,-0.105298347,4.76E-16,55.43294544,-5.70081563,90,0,-16.85319102,-48.89410276,134.6518152,-2.692585715,0.914409427,-5.01E-15
1.16,-0.905014875,-2.640490422,102.3754677,-4.79726355,-13.97057949,134.5777285,0.986575223,0.154371342,-0.053274887,-3.57E-05,0.269166286,-0.095997903,4.26E-16,55.43294422,-5.700816365,90,0,-17.08021017,-49.53801903,134.8763072,-2.782098036,0.945491004,-3.15E-15
1.17,-0.95384431,-2.782680929,103.7279902,-4.969081597,-14.46883032,135.9272026,0.986353075,0.155629752,-0.053724908,-3.82E-05,0.240929375,-0.086398259,3.95E-16,55.43294292,-5.70081715,90,0,-17.2804409,-50.10343126,135.0127175,-2.864461985,0.974162763,-1.61E-15
1.18,-1.004401664,-2.929881404,105.0940156,-5.142861682,-14.97261416,137.2784786,0.986154196,0.156746714,-0.054126816,-4.07E-05,0.21190911,-0.076525527,3.76E-16,55.43294162,-5.700817942,90,0,-17.46432345,-50.62058848,135.1628799,-2.938817981,1.000127054,-7.82E-16
1.19,-1.056706048,-3.082145669,106.4735638,-5.318403939,-15.48134307,138.6313974,0.985979792,0.157718614,-0.05447935,-4.34E-05,0.182187807,-0.066407538,3.61E-16,55.43294023,-5.700818783,90,0,-17.6401656,-51.11356322,135.4091192,-3.00436808,1.023108666,-7.02E-16
1.2,-1.110774372,-3.239521051,107.8666553,-5.495604079,-15.99470602,139.9867477,0.985830913,0.158542346,-0.054781419,-4.62E-05,0.151856924,-0.056075264,3.49E-16,55.43293883,-5.70081963,90,0,-17.80232257,-51.56600612,135.7073694,-3.060597516,1.042934883,-7.88E-16
1.21,-1.166622498,-3.402051791,109.2733141,-5.674344333,-16.51235304,141.3452437,0.985708501,0.15921513,-0.055032042,-4.91E-05,0.121012322,-0.045561197,3.40E-16,55.43293735,-5.700820527,90,0,-17.94485644,-51.96072236,136.0107116,-3.106969219,1.059422456,-6.13E-16
1.22,-1.224264457,-3.569776694,110.6935725,-5.854424506,-17.03369549,142.7069461,0.985613284,0.159734852,-0.055230464,-5.22E-05,0.089757671,-0.034900515,3.33E-16,55.43293585,-5.700821431,90,0,-18.06763306,-52.29734139,136.3242555,-3.142750561,1.072310587,-4.62E-16
1.23,-1.283713137,-3.742731207,112.1274645,-6.035638496,-17.55812772,144.0718978,0.985545884,0.160099715,-0.05537604,-5.53E-05,0.058200743,-0.02412979,3.23E-16,55.43293428,-5.700822385,90,0,-18.17155976,-52.5785088,136.6619205,-3.167222483,1.081351409,-5.77E-16
1.24,-1.344979164,-3.920944128,113.5750238,-6.217802526,-18.0851089,145.4403989,0.985506736,0.160308492,-0.055468314,-5.86E-05,0.026456894,-0.013288149,3.14E-16,55.43293269,-5.700823348,90,0,-18.25768125,-52.80726005,137.0374159,-3.179794441,1.086368628,-7.62E-16
1.25,-1.40807159,-4.104439632,115.0362864,-6.400732632,-18.61409786,146.8127844,0.985496121,0.160360422,-0.055506992,-6.19E-05,-0.005353858,-0.00241641,3.07E-16,55.43293101,-5.700824365,90,0,-18.32601013,-52.98364859,137.4549661,-3.179932323,1.087178849,-8.13E-16
1.26,-1.472996241,-4.293232408,116.5112937,-6.58423408,-19.14452261,148.1893671,0.985513994,0.160255748,-0.055492121,-6.54E-05,-0.037102306,0.008441189,3.00E-16,55.43292933,-5.700825383,90,0,-18.37369159,-53.0994465,137.8931217,-3.167196184,1.08354644,-7.25E-16
1.27,-1.539758068,-4.487334566,118.0000883,-6.768106361,-19.67579461,149.5704242,0.985560221,0.159994984,-0.055423838,-6.90E-05,-0.068656969,0.019239671,2.93E-16,55.43292757,-5.700826452,90,0,-18.39768238,-53.14588749,138.3285253,-3.141141371,1.075251394,-5.34E-16
1.28,-1.608359076,-4.6867496,119.5027147,-6.952114096,-20.20722522,150.9559537,0.985634392,0.159579543,-0.05530259,-7.27E-05,-0.099879928,0.029932601,2.86E-16,55.43292578,-5.700827539,90,0,-18.39752421,-53.12172365,138.7590271,-3.101142424,1.062288543,-3.81E-16
1.29,-1.678799689,-4.891476376,121.0192184,-7.13600364,-20.73807346,152.3458073,0.985735949,0.15901132,-0.055128983,-7.65E-05,-0.130629865,0.040472759,2.79E-16,55.43292394,-5.700828651,90,0,-18.37404839,-53.02946743,139.1930134,-3.046490548,1.044757824,-4.52E-16
1.3,-1.751077782,-5.101506351,122.5496422,-7.319513822,-21.26758162,153.7397742,0.985864147,0.158292875,-0.054903849,-8.03E-05,-0.160762766,0.05081157,2.72E-16,55.43292204,-5.700829808,90,0,-18.32546403,-52.86447669,139.6152176,-2.976997447,1.02243937,-6.89E-16
1.31,-1.825187585,-5.316820418,124.0940249,-7.502372906,-21.79496857,155.1375553,0.986017972,0.157427717,-0.054628337,-8.43E-05,-0.190130792,0.060898529,2.65E-16,55.43292013,-5.700830965,90,0,-18.24620263,-52.61179911,139.9763103,-2.89322256,0.994653237,-6.78E-16
1.32,-1.901121986,-5.537395618,125.6524034,-7.684302464,-22.31943597,156.5387802,0.986196324,0.156419689,-0.054303722,-8.83E-05,-0.218587044,0.070681478,2.58E-16,55.43291811,-5.700832189,90,0,-18.13274294,-52.26204986,140.2437185,-2.795564317,0.960877802,-2.31E-16
1.33,-1.978869338,-5.763196061,127.2248073,-7.864998995,-22.84011972,157.9428026,0.986397815,0.155273761,-0.053931698,-9.24E-05,-0.245989905,0.080101849,2.51E-16,55.43291609,-5.700833414,90,0,-17.9915505,-51.83301469,140.4676415,-2.683487122,0.921419147,-2.42E-16
1.34,-2.058416572,-5.994181797,128.8112641,-8.04415891,-23.35615614,159.3489529,0.98662097,0.153995259,-0.053514095,-9.66E-05,-0.272198623,0.089099833,2.46E-16,55.43291401,-5.70083468,90,0,-17.83136213,-51.3486498,140.7169222,-2.556248376,0.876783485,-1.75E-15
1.35,-2.139747401,-6.230303633,130.4117978,-8.221579787,-23.86695662,160.7573325,0.986864119,0.152590435,-0.053053108,-0.000100887,-0.297064121,0.09762279,2.41E-16,55.43291188,-5.700835973,90,0,-17.65488681,-50.816375,141.0076618,-2.413752339,0.827159614,-3.50E-15
1.36,-2.222843015,-6.471505137,132.0264296,-8.39713818,-24.37214733,162.1686439,0.987125439,0.151066263,-0.052551218,-0.000105249,-0.320430844,0.105623683,2.31E-16,55.43290972,-5.70083728,90,0,-17.46012881,-50.23070413,141.3147959,-2.256409001,0.772488561,-2.50E-15
1.37,-2.307683891,-6.717727672,133.6551859,-8.570689499,-24.87129956,163.5833582,0.987403031,0.149430232,-0.052011055,-0.000109712,-0.342148139,0.113054461,2.12E-16,55.43290749,-5.700838635,90,0,-17.24655705,-49.59027296,141.6259001,-2.084633102,0.712783859,1.79E-15
1.38,-2.394249092,-6.968908229,135.2981042,-8.742038689,-25.36385314,165.0014094,0.987694835,0.147690892,-0.05143556,-0.00011427,-0.362076389,0.119864558,1.76E-16,55.43290525,-5.700839998,90,0,-17.01708564,-48.90339345,141.9583064,-1.898820567,0.648230752,4.50E-15
1.39,-2.482516309,-7.224979861,136.9552205,-8.91098355,-25.84922527,166.4225744,0.987998738,0.145857258,-0.05082784,-0.000118922,-0.38007903,0.126004814,1.24E-16,55.43290293,-5.700841409,90,0,-16.77137639,-48.1690611,142.2962238,-1.699436935,0.579041012,2.54E-15
1.4,-2.572460022,-7.485866534,138.6265624,-9.077320452,-26.32681873,167.8463966,0.988312537,0.14393921,-0.050191337,-0.000123667,-0.396023851,0.131430775,8.86E-17,55.4329006,-5.700842824,90,0,-16.49908753,-47.35768357,142.5238664,-1.487142429,0.505437278,-3.52E-16
1.41,-2.664053241,-7.751487943,140.3121527,-9.240827623,-26.7959848,169.2721366,0.988634008,0.141947027,-0.049529628,-0.000128509,-0.409783153,0.136099716,9.12E-17,55.43289819,-5.70084429,90,0,-16.19384921,-46.45106874,142.5625097,-1.262693458,0.427670297,-7.82E-16
1.42,-2.75726584,-8.021754464,142.0120011,-9.401222705,-27.25590865,170.6982299,0.988960893,0.139891859,-0.048846575,-0.000133441,-0.421242027,0.139972107,1.07E-16,55.43289577,-5.700845755,90,0,-15.8683927,-45.48577845,142.5154219,-1.027061825,0.346079797,-3.03E-16
1.43,-2.852066393,-8.296572701,143.7261114,-9.558259969,-27.70588147,172.1233481,0.989290935,0.137785205,-0.048146155,-0.00013846,-0.430291896,0.143010464,1.07E-16,55.43289328,-5.700847272,90,0,-15.53652231,-44.50144551,142.4959611,-0.781299017,0.261035245,-7.19E-16
1.44,-2.948420787,-8.575841582,145.4544742,-9.711904342,-28.14579591,173.5479131,0.989621913,0.135639273,-0.047432593,-0.000143561,-0.436839629,0.145183142,9.73E-17,55.43289078,-5.700848791,90,0,-15.19941214,-43.50147647,142.4965734,-0.526602082,0.172952699,-4.37E-16
1.45,-3.046294305,-8.85945829,147.1970789,-9.862166036,-28.57567409,174.9726623,0.989951627,0.133466558,-0.046710216,-0.000148737,-0.440799745,0.146461243,8.52E-17,55.43288821,-5.700850354,90,0,-14.85562791,-42.48179458,142.4847321,-0.264248648,0.082275042,2.24E-15
1.46,-3.145652845,-9.147321635,148.9539274,-10.00899707,-28.99537297,176.3975242,0.990277972,0.13128009,-0.04598353,-0.00015398,-0.442105747,0.146822299,5.99E-17,55.43288564,-5.700851922,90,0,-14.50779777,-41.44996413,142.466785,0.004258816,-0.010477293,4.69E-15
1.47,-3.246462394,-9.439330624,150.7250249,-10.15233824,-29.40471796,177.8221941,0.990598891,0.129093122,-0.045257112,-0.000159281,-0.440700797,0.14624714,7.98E-18,55.43288299,-5.700853529,90,0,-14.15952967,-40.41636319,142.4579339,0.277329039,-0.104753243,3.60E-15
1.48,-3.348688125,-9.735381896,152.5103698,-10.29218672,-29.80369629,179.2466236,0.990912462,0.126919202,-0.044535644,-0.00016463,-0.4365506,0.144724453,-5.42E-17,55.43288034,-5.700855145,90,0,-13.81183994,-39.38398515,142.4450158,0.553278154,-0.199969756,7.40E-16
1.49,-3.452294937,-10.03537127,154.3099578,-10.42856498,-30.19236806,180.670858,0.99121684,0.124772013,-0.043823849,-0.000170014,-0.429632794,0.142247074,-1.00E-16,55.43287763,-5.700856795,90,0,-13.46504309,-38.35382213,142.4072368,0.83036819,-0.295525146,-3.80E-16
1.5,-3.557248272,-10.33919609,156.1237862,-10.56151129,-30.57083946,182.0948287,0.99151033,0.12266533,-0.043126481,-0.000175422,-0.419947066,0.138815455,-1.22E-16,55.4328749,-5.700858456,90,0,-13.12279253,-37.33636693,142.3607767,1.106725745,-0.390771414,1.63E-16
1.51,-3.663513955,-10.64675472,157.9518526,-10.69107485,-30.93924856,183.518408,0.991791333,0.120612951,-0.042448299,-0.00018084,-0.407506935,0.134434827,-1.21E-16,55.43287213,-5.700860145,90,0,-12.79006212,-36.3458729,142.3362624,1.380401016,-0.485034504,5.54E-16
1.52,-3.771058879,-10.95794862,159.7941525,-10.81733719,-31.29782714,184.9414717,0.992058441,0.11862839,-0.04179396,-0.000186251,-0.392353836,0.129120058,-1.06E-16,55.43286933,-5.700861849,90,0,-12.46714252,-35.38330415,142.3104493,1.649371006,-0.577616077,4.04E-16
1.53,-3.8798507,-11.27268139,161.6506791,-10.94040101,-31.64686846,186.3638874,0.992310376,0.116724949,-0.041168046,-0.000191641,-0.37454843,0.12289266,-9.06E-17,55.43286648,-5.700863583,90,0,-12.15159065,-34.44186767,142.2286999,1.911562287,-0.667801036,2.15E-16
1.54,-3.989858244,-11.59085998,163.521423,-11.06037854,-31.98669431,187.7853523,0.992546006,0.114915527,-0.040574996,-0.000196993,-0.354174383,0.115782074,-8.01E-17,55.4328636,-5.700865338,90,0,-11.84494217,-33.5260663,142.0829028,2.164837431,-0.75485248,1.74E-16
1.55,-4.101051247,-11.91239395,165.4063725,-11.17738917,-32.31764804,189.2054301,0.992764311,0.113212705,-0.040019138,-0.000202289,-0.331333136,0.107823869,-7.35E-17,55.43286073,-5.700867092,90,0,-11.55188261,-32.64934548,141.9017727,2.407009541,-0.838016654,2.07E-16
1.56,-4.213399563,-12.23719322,167.3055156,-11.29155489,-32.64008043,190.6236955,0.992964279,0.111629017,-0.039504784,-0.000207512,-0.306127858,0.099054211,-7.00E-17,55.43285781,-5.700868869,90,0,-11.27716279,-31.82533404,141.714939,2.635892689,-0.916540165,2.35E-16
1.57,-4.326875652,-12.56517518,169.2188368,-11.40306357,-32.95453114,192.0401169,0.993145098,0.110175997,-0.039035895,-0.000212645,-0.278696361,0.089521197,-6.86E-17,55.43285485,-5.700870673,90,0,-11.02501922,-31.06614642,141.5501827,2.849363961,-0.98969199,2.31E-16
1.58,-4.441454854,-12.89626549,171.1463167,-11.51217556,-33.26174764,193.4550946,0.993306165,0.108864062,-0.038616042,-0.000217667,-0.249214678,0.07928609,-6.88E-17,55.43285188,-5.700872485,90,0,-10.79909881,-30.38216438,141.4329508,3.045370082,-1.056765829,2.21E-16
1.59,-4.557114218,-13.23039476,173.087938,-11.61914564,-33.56246239,194.8688433,0.993446936,0.107703004,-0.038248581,-0.000222562,-0.217870388,0.068414117,-7.06E-17,55.43284886,-5.700874327,90,0,-10.59985411,-29.77480501,141.3477405,3.221893625,-1.117068343,2.27E-16
1.6,-4.673833928,-13.56750258,175.0436879,-11.72420979,-33.85735622,196.28116,0.993566954,0.106701467,-0.037936467,-0.00022731,-0.184870321,0.056977105,-7.54E-17,55.43284584,-5.700876169,90,0,-10.4213812,-29.22765476,141.1970233,3.376981983,-1.169929676,2.49E-16
1.61,-4.791595428,-13.9075322,177.013552,-11.8276012,-34.14710277,197.6917055,0.993665802,0.105867517,-0.037682454,-0.000231894,-0.15043102,0.045050215,-8.36E-17,55.43284277,-5.700878047,90,0,-10.26020035,-28.73110534,140.9156686,3.508741188,-1.21470044,2.80E-16
1.62,-4.91038356,-14.2504367,178.9975084,-11.92955074,-34.43237187,199.0998089,0.993743182,0.105207541,-0.037488715,-0.000236298,-0.114797584,0.032718396,-9.05E-17,55.43283969,-5.700879926,90,0,-10.12509379,-28.30996446,140.6010741,3.615473196,-1.250799244,3.04E-16
1.63,-5.030184496,-14.596173,180.9955327,-12.03029941,-34.71386252,200.5048337,0.993798838,0.104727272,-0.037357195,-0.000240504,-0.078224671,0.020069874,-9.12E-17,55.43283657,-5.70088183,90,0,-10.02593253,-27.99209542,140.3660188,3.695562775,-1.277673389,3.04E-16
1.64,-5.150988302,-14.9447093,183.0075959,-12.13017005,-34.9925057,201.9070195,0.993832594,0.104430536,-0.037289178,-0.000244498,-0.040987632,0.007199945,-8.78E-17,55.43283344,-5.700883741,90,0,-9.958261894,-27.76515076,140.1407079,3.747669037,-1.294865033,2.79E-16
1.65,-5.272787725,-15.29602156,185.0336671,-12.22950526,-35.26928908,203.306762,0.993844328,0.104319888,-0.037285508,-0.000248265,-0.003373877,-0.005791982,-8.45E-17,55.43283027,-5.70088568,90,0,-9.914442624,-27.60781998,139.8168344,3.77062865,-1.301978011,2.53E-16
1.66,-5.395579009,-15.65009581,187.073719,-12.32857537,-35.54499836,204.7034596,0.993833976,0.104396348,-0.037346497,-0.000251795,0.03431933,-0.018803156,-8.18E-17,55.43282709,-5.700887625,90,0,-9.900578817,-27.5372725,139.4695091,3.763480101,-1.298687094,3.07E-16
1.67,-5.519360797,-16.00692505,189.1277219,-12.42766116,-35.82044901,206.0966234,0.993801522,0.104659725,-0.03747204,-0.000255076,0.071788491,-0.031728733,-7.92E-17,55.43282387,-5.700889592,90,0,-9.921802094,-27.56794512,139.1632216,3.725467957,-1.284738751,4.76E-16
1.68,-5.644135084,-16.36651202,191.195641,-12.52710288,-36.09662377,207.4865194,0.993747022,0.105108013,-0.037661404,-0.0002581,0.108721945,-0.044461137,-7.68E-17,55.43282064,-5.700891571,90,0,-9.973791875,-27.68778979,138.841547,3.656176715,-1.259997293,6.60E-16
1.69,-5.769906619,-16.72886743,193.2774392,-12.62719284,-36.37437202,208.8728306,0.993670603,0.105737775,-0.037913359,-0.000260862,0.144805918,-0.056892127,-7.42E-17,55.43281737,-5.700893566,90,0,-10.05070696,-27.88054502,138.4339815,3.555418299,-1.224404747,8.22E-16
1.7,-5.896683154,-17.09401072,195.3730776,-12.72815974,-36.65436573,210.2544723,0.993572475,0.106543995,-0.038226134,-0.000263356,0.179725622,-0.068913184,-7.06E-17,55.43281408,-5.70089558,90,0,-10.14749006,-28.13217536,137.8865422,3.423254469,-1.177988459,9.72E-16
1.71,-6.024475072,-17.46196903,197.4825089,-12.83027438,-36.93739397,211.631021,0.993452957,0.107519998,-0.038597382,-0.000265584,0.213169589,-0.080417008,-6.84E-17,55.43281078,-5.700897604,90,0,-10.27368097,-28.46919677,137.3322229,3.260112344,-1.120903262,4.45E-16
1.72,-6.153295074,-17.83277627,199.6056817,-12.93384443,-37.22434827,213.0026388,0.99331247,0.10865774,-0.039024287,-0.000267545,0.244830528,-0.0912978,-7.20E-17,55.43280743,-5.700899653,90,0,-10.44406953,-28.93268195,136.9725483,3.066725755,-1.053410804,-1.40E-15
1.73,-6.283159704,-18.20647743,201.7425509,-13.03920997,-37.51620917,214.3700969,0.993151594,0.109947427,-0.039503427,-0.000269246,0.274412547,-0.101453798,-8.36E-17,55.43280408,-5.700901708,90,0,-10.64377552,-29.48111604,136.6385845,2.844231168,-0.97591148,-2.16E-15
1.74,-6.414087861,-18.58312434,203.8930732,-13.14666874,-37.81383833,215.733797,0.99297104,0.111378094,-0.04003098,-0.000270694,0.301629702,-0.110786735,-1.00E-16,55.43280068,-5.700903791,90,0,-10.85392473,-30.06185149,136.1141989,2.594010238,-0.888889788,3.48E-16
1.75,-6.546101351,-18.9627773,206.0572037,-13.25634163,-38.11760368,217.0922014,0.992771724,0.112937128,-0.040602555,-0.000271899,0.326214404,-0.119204765,-1.06E-16,55.43279726,-5.700905883,90,0,-11.07974509,-30.6892784,135.4929613,2.317749919,-0.792934203,3.80E-15
1.76,-6.679223265,-19.34550045,208.2348894,-13.3683573,-38.42789323,218.4441122,0.992554731,0.114610852,-0.041213396,-0.000272876,0.347915025,-0.126621607,-9.76E-17,55.43279381,-5.700907998,90,0,-11.32643557,-31.37767498,134.8706153,2.017436851,-0.68873682,5.60E-15
1.77,-6.813477997,-19.73136186,210.4260638,-13.48292068,-38.74530503,219.7896316,0.992321373,0.116384259,-0.041858292,-0.000273641,0.366502763,-0.132958923,-9.78E-17,55.43279034,-5.700910128,90,0,-11.59055394,-32.11722813,134.2362783,1.695491856,-0.57714041,4.36E-15
