Time,X,Y,Z,VX,VY,VZ,Euler 0,Euler 1,Euler 2,Euler 3,Omega 1,Omega 2,Omega 3,Latitude,Longitude,Inclination,Heading,Ax,Ay,Az,Alpha 1,Alpha 2,Alpha 3
36,-0.5036739873240141,-388.71021595391886,900.6262250742652,13.30604175429457,21.021692997971947,-27.47217999488735,-0.015326038445041042,0.3214563135736509,0.6950918319508415,-0.6428672150754147,-0.1690341036906515,0.07050943274645717,-3.5483949483566606e-13,55.42946845782312,-5.700810245376729,90,181,-0.11358954516902543,0.22040963536509012,-0.005609443176137191,1.0530223392162553e-23,-1.326349927937769e-23,1.032161201208696e-33
37,12.741760529032538,-367.58558432435694,873.1533147574336,13.18148900362988,21.221176001317403,-27.471426628113715,-0.015326038445041042,0.3214563135736509,0.6950918319508415,-0.6428672150754147,-0.1690341036906515,0.07050943274645717,-3.5483949483566606e-13,55.42965893507998,-5.700600443507862,90,181,-0.13485223259233944,0.17974819573752138,0.006336352597770054,1.3091887617851738e-23,-1.6490081503333575e-23,1.2832527807328867e-33
38,25.852905702829005,-346.2800872370706,845.685914501834,13.037554060205043,21.38360174472338,-27.460386245416252,-0.015326038445041042,0.3214563135736509,0.6950918319508415,-0.6428672150754147,-0.1690341036906515,0.07050943274645717,-3.5483949483566606e-13,55.4298506086719,-5.700392492430262,90,181,-0.15240698740989286,0.14626069198997446,0.014739400971668412,-5.402158075913379e-24,6.80436844296108e-24,-5.295137397468747e-34
39,38.81197776613486,-324.82783586430804,818.2332466900706,12.877724918377076,21.515457414921038,-27.442267235380882,-0.015326038445041042,0.3214563135736509,0.6950918319508415,-0.6428672150754147,-0.1690341036906515,0.07050943274645717,-3.5483949483566606e-13,55.43004356900347,-5.700186532004418,90,181,-0.16678815529641816,0.11855901087834578,0.02063468443301542,-1.2907586777577851e-24,1.625794264253974e-24,-1.2651878100673627e-34
40,51.604430748318634,-303.2573036490382,790.8022082258201,12.705097139154931,21.621813556156496,-27.419518386315513,-0.015326038445041042,0.3214563135736509,0.6950918319508415,-0.6428672150754147,-0.1690341036906515,0.07050943274645717,-3.5483949483566606e-13,55.43023789809113,-5.69998414898537,90,181,-0.17803018702977388,0.09480756608356913,0.02481263051393106,1.4663632900792746e-24,-1.8469796619650014e-24,1.4373135673674745e-34
41,64.2196218186276,-281.592704075996,763.3963571745378,12.52347745475674,21.704663822991726,-27.39353899978978,-0.015326038445041042,0.3214563135736509,0.6950918319508415,-0.6428672150754147,-0.1690341036906515,0.07050943274645717,-3.5483949483566606e-13,55.43043270087177,-5.699783209379258,90,181,-0.18460392896658157,0.0710298988047347,0.02765198911613781,-1.3150971500236482e-25,1.6564501484966266e-25,-1.289044119505407e-35
42,76.65027323681385,-259.8568159605241,736.0175883839747,12.337166609384484,21.763928735704297,-27.365197902528333,-0.015326038445041042,0.3214563135736509,0.6950918319508415,-0.6428672150754147,-0.1690341036906515,0.07050943274645717,-3.5483949483566606e-13,55.430628505450855,-5.699586669605974,90,181,-0.18592759825026486,0.04499652481171626,0.029412560496439852,-2.8020009464952194e-25,3.5293019103769144e-25,-2.7464912709021545e-35
43,88.89398651855883,-238.07358754931514,708.6672800684858,12.15082288373943,21.797656498334995,-27.335173153030738,-0.015326038445041042,0.3214563135736509,0.6950918319508415,-0.6428672150754147,-0.1690341036906515,0.07050943274645717,-3.5483949483566606e-13,55.4308245203624,-5.699392201621101,90,181,-0.18620495661499456,0.022353279736347764,0.030540479217586156,9.040552088907944e-26,-1.1387161663222952e-25,8.861452180228319e-36
44,100.95097371969327,-216.2667953029183,681.3470793795585,11.965278494070828,21.809159471863182,-27.30408189902849,-0.015326038445041042,0.3214563135736509,0.6950918319508415,-0.6428672150754147,-0.1690341036906515,0.07050943274645717,-3.5483949483566606e-13,55.43102083281964,-5.699200664480665,90,181,-0.18743004213726897,0.005383518807954582,0.03134110456772041,2.3230134906348097e-26,-2.925986145930357e-26,2.2769929047300257e-36
45,112.82259009687252,-194.45771598701492,654.0587627818609,11.777466261311424,21.807139170472045,-27.2724383404604,-0.015326038445041042,0.3214563135736509,0.6950918319508415,-0.6428672150754147,-0.1690341036906515,0.07050943274645717,-3.5483949483566606e-13,55.43121717154432,-5.699011801499829,90,181,-0.18807982121329284,-0.00907775050033396,0.03189274112102625,1.1902016698186473e-27,-1.4991361913274466e-27,1.1666229095528463e-37
